Historical Faction,Internal Faction,Unit Type,Dictionary,Unit Name,Category,Era 0 (1860),Era 1 (1870),Era 2 (1880)
Boers,teu,us_militia_te,us_militia_te,"Boer Kommando (Rifle, Vetterli Modell 1867)",infantry,Yes,Yes,No
Boers,teu,boer_guard,boer_guard,"Boer Sharpshooters (Rifle, Westley Richards)",infantry,No,No,Yes
Zulu,lith,zulu_cav,zulu_cav,Mounted Zulu Scouts,cavalry,No,Yes,Yes
Zulu,lith,zulu_royals,zulu_royals,Elder Warrior Impi,infantry,Yes,Yes,Yes
Zulu,lith,zulu_spearmen,zulu_spearmen,Xhosa Impi,infantry,Yes,Yes,Yes
Zulu,lith,zulu_guard,zulu_guard,Zulu Impi,infantry,Yes,Yes,Yes
Zulu,lith,zulu_elite,zulu_elite,Impi Commander and Officers (Trade Musket),infantry,Yes,Yes,Yes
Zulu,lith,zulu_rifles,zulu_rifles,Isibhamu Inbutho,infantry,No,No,Yes
Boers,teu,merc_zulu_rifles,merc_zulu_rifles,"Tribal auxiliaries (Rifle-Musket, Pattern 1853 Enfield)",infantry,Yes,Yes,Yes
Oman,golden,merc_zulu_rifles,merc_zulu_rifles,"Tribal auxiliaries (Rifle-Musket, Pattern 1853 Enfield)",infantry,No,Yes,Yes
Zulu,lith,merc_zulu_rifles,merc_zulu_rifles,"Tribal auxiliaries (Rifle-Musket, Pattern 1853 Enfield)",infantry,No,No,Yes
Aus-Hun,hungary,bulgarian_inf,bulgarian_inf,"Bulgarian Infantry (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,No
Greece,mongols,bulgarian_inf,bulgarian_inf,"Bulgarian Infantry (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,No
Russia,russia,bulgarian_inf,bulgarian_inf,"Bulgarian Infantry (Rifle-Musket, Lorenz Model 1854)",infantry,No,Yes,No
Russia,russia,armenian_inf,armenian_inf,"Armenian Irregulars (Skirmishers, Hand-Crafted Musket)",infantry,Yes,Yes,Yes
Ottoman,turks,arab_sailors,arab_sailors,"Mansure Line Infantry (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,No,No
Ottoman,turks,otto_jan_inf,otto_jan_inf,"Nizamiye (Rifle, Peabody-Martini M1872)",infantry,No,Yes,No
Ottoman,turks,moroccan_camel_gunner,moroccan_camel_gunner,Bedouin Camelry (Harquebus),cavalry,Yes,Yes,Yes
Oman,golden,moroccan_camel_gunner,moroccan_camel_gunner,Bedouin Camelry (Harquebus),cavalry,Yes,Yes,Yes
Morocco,moors,moroccan_camel_gunner,moroccan_camel_gunner,Bedouin Camelry (Harquebus),cavalry,Yes,Yes,Yes
Ottoman,turks,moroccan_gunner,moroccan_gunner,Arab Tribesmen (Moukhala musket),infantry,Yes,Yes,Yes
Oman,golden,moroccan_gunner,moroccan_gunner,Arab Tribesmen (Moukhala musket),infantry,Yes,Yes,Yes
Ottoman,turks,ertu_cav,ertu_cav,"Süvari (Carbine, Mauser M1893)",cavalry,No,No,Yes
Ottoman,turks,arab_brigade,arab_brigade,Mustahfiz (Musket),infantry,Yes,No,No
Ottoman,turks,turk_lt2,turk_lt2,"Mustahfiz (Rifle, Snider–Enfield)",infantry,No,Yes,Yes
Ottoman,turks,otto_inf_tu,otto_inf_tu,"Nizamiye (Magazine Rifle, Mauser M1890)",infantry,No,No,Yes
Ottoman,turks,bashi_inf,bashi_inf,Bashi-Bazouks,infantry,Yes,Yes,Yes
Ottoman,turks,otto_cav_tu,otto_cav_tu,"Süvari (Carbine, Winchester Model 1866)",cavalry,No,Yes,No
Ottoman,turks,turk_lt,turk_lt,Ertuğrul Regiment,cavalry,Yes,Yes,Yes
Oman,golden,us_zouave_go,us_zouave_go,"Omani Line Infantry (Rifle-Musket, Enfield Pattern 1853)",infantry,Yes,Yes,No
Oman,golden,omani_roy,omani_roy,"Omani Palace Infantry (Musket, Brown Bess Pattern 1842)",infantry,Yes,Yes,No
Oman,golden,omani_cav,omani_cav,"Omani Dragoons (Carbine, Martini Henry MkIII)",cavalry,No,No,Yes
Oman,golden,otto_inf,otto_inf,"Anglo-Omani Infantry (Rifle, Martini-Henry MkIII)",infantry,No,No,Yes
Qajar,egypt,qajar_foot,qajar_foot,Qajari Militia (Arquebus),infantry,Yes,No,No
Qajar,egypt,gr_inf_eg,gr_inf_eg,"Austro-Persian Corps (Rifle, M1867 Werndl–Holub)",infantry,No,No,Yes
Qajar,egypt,qajar_lt,qajar_lt,"Qajari Sharpshooters (Rifle, Mauser Model 1871)",infantry,No,No,Yes
Qajar,egypt,rus_georgian_cav_eg,rus_georgian_cav_eg,Persian Cossack Brigade,cavalry,No,Yes,Yes
Qajar,egypt,qajar_inf,qajar_inf,"Dynastic Guards (Rifle-Musket, M-1854 Percussion)",infantry,Yes,Yes,No
Qajar,egypt,rus_guard_eg,rus_guard_eg,"Qajari Regulars (Musket, Pattern 1842 Brown Bess)",infantry,Yes,Yes,No
Qajar,egypt,us_zouave_eg,us_zouave_eg,"Persian Marines (Rifle-Musket, Enfield Pattern 1853)",infantry,No,Yes,Yes
Afganistan,timurids,afghan_sword,afghan_sword,"Afghan Nobles (Rifle, Snider-Enfield)",infantry,No,Yes,Yes
Afganistan,timurids,pashtun_inf,pashtun_inf,Pashtun Tribesmen (Wall Gun),infantry,Yes,Yes,Yes
Afganistan,timurids,afghan_gen,afghan_gen,Afghan Noble Cavalry,cavalry,Yes,Yes,Yes
Afganistan,timurids,herat_inf,herat_inf,Herat Thunderers,infantry,Yes,No,No
Afganistan,timurids,afghan_cav,afghan_cav,Afghan Regular Cavalry,cavalry,No,Yes,Yes
Afganistan,timurids,pashtun_camel_gunner,pashtun_camel_gunner,Pashtun Camelry (Harquebus),cavalry,Yes,Yes,Yes
Afganistan,timurids,afghan_gunner,afghan_gunner,"Afghan Irregulars (Magazine Rifle, Mauser M1890 Turkish)",infantry,No,No,Yes
Afganistan,timurids,afghan_rifles,afghan_rifles,"Afghan Regulars (Musket, Brown Bess)",infantry,Yes,Yes,No
Afganistan,timurids,afghan_militia,afghan_militia,Tajik Hillmen (Hand-crafted Long-Gun),infantry,Yes,Yes,Yes
Qajar,egypt,afghan_militia,afghan_militia,Tajik Hillmen (Hand-crafted Long-Gun),infantry,Yes,Yes,No
Afganistan,timurids,kabul_guard,kabul_guard,"Afghan Regulars (Rifle, Martini-Henry MKI)",infantry,No,No,Yes
Turkestan,cuman,kok_royal_cav,kok_royal_cav,Turcomen Cavalry,cavalry,Yes,Yes,Yes
Turkestan,cuman,kaz_cav,kaz_cav,Kazakh Cavalry (harquebus),cavalry,Yes,Yes,Yes
Turkestan,cuman,kok_spears,kok_spears,Noker Spearmen,infantry,Yes,No,No
Turkestan,cuman,kaz_inf,kaz_inf,Kazakh Infantry (Arquebus),infantry,Yes,No,No
Turkestan,cuman,kok_ww1,kok_ww1,"Bahadors (Musket, M-1828)",infantry,Yes,Yes,No
Turkestan,cuman,uyghur_camel_cav,uyghur_camel_cav,Central Asian camel riders armed with arquebuses and renowned for their endurance across the desert.,cavalry,Yes,Yes,Yes
Turkestan,cuman,buk_guard,buk_guard,Darkhan Tribesmen (Hand-crafted Long-Gun),infantry,Yes,No,No
Turkestan,cuman,ghulja_inf,ghulja_inf,Ghuljan Tribesmen (Arquebus),infantry,Yes,Yes,No
Turkestan,cuman,kok_cav,kok_cav,Jigit Cavalry,cavalry,Yes,Yes,Yes
Turkestan,cuman,kok_rcav,kok_rcav,"Keshikchi Cavalry, gen bodyguard",cavalry,Yes,Yes,Yes
Turkestan,cuman,turkmen_inf,turkmen_inf,"Turcomen Musketeers (Musket, Matchlock)",infantry,Yes,Yes,No
Turkestan,cuman,kashgar_inf,kashgar_inf,"Russified Infantry (Musket, M-1844 Mod. Percussion)",infantry,No,Yes,No
Turkestan,cuman,kok_inf,kok_inf,"Russified Infantry (Rifle, Berdan II Cossack)",infantry,No,No,Yes
Turkestan,cuman,camel_wagon,camel_wagon,Camel Wagon Barrier (Wall Gun),cavalry,Yes,Yes,Yes
Indian Princely States,bulga,indian_bow_cav,indian_bow_cav,Indian Bow Cavalry,cavalry,Yes,Yes,Yes
Afganistan,timurids,indian_bow_cav,indian_bow_cav,Indian Bow Cavalry,cavalry,Yes,Yes,Yes
Indian Princely States,bulga,indian_spear_cav,indian_spear_cav,Indian Lancers,cavalry,No,Yes,Yes
Britain,england,indian_spear_cav,indian_spear_cav,Indian Lancers,cavalry,Yes,Yes,Yes
Indian Princely States,bulga,Sikh_heavy_cavalry,Sikh_heavy_cavalry,Sikh Heavy Cavalry,cavalry,Yes,No,No
Indian Princely States,bulga,indian_spears,indian_spears,Hyderabad Spearmen,infantry,Yes,No,No
Indian Princely States,bulga,indian_heavy_banduqchis,indian_heavy_banduqchis,Rajput Skirmishers (Hand-crafted Long Gun),infantry,Yes,Yes,Yes
Indian Princely States,bulga,indian_new_musk,indian_new_musk,Professional Maratha infantry trained in European drill and equipped with Brown Bess muskets.,infantry,Yes,Yes,Yes
Indian Princely States,bulga,india_sepoy,india_sepoy,"Ex-Company Sepoys (Musket, Brown Bess)",infantry,Yes,No,No
Indian Princely States,bulga,sikh_gen,sikh_gen,Indian Princely Cavalry,cavalry,Yes,Yes,Yes
Indian Princely States,bulga,sikh_warriors,sikh_warriors,"Sikh Guard Regiment (Rifle, Martini-Henry Pass-Made)",infantry,No,Yes,Yes
Indian Princely States,bulga,indian_fanatic,indian_fanatic,Akali Warriors,infantry,Yes,No,No
Indian Princely States,bulga,indian_ele,indian_ele,Sultan's Elephants,cavalry,Yes,Yes,Yes
Siam,cru,siam_ele_gunner,siam_ele_gunner,Siamese War Elephants (Musket),cavalry,Yes,Yes,Yes
France,france,fra_vietna,fra_vietna,"Tirailleurs Indochinois (Rifle, Fusil modèle 1866 Chassepot)",infantry,No,Yes,Yes
Siam,cru,siam_sea,siam_sea,"Marines (Rifle, Snider-Enfield)",infantry,No,Yes,Yes
Siam,cru,siam_late_inf,siam_late_inf,"Royal Thai Army (Rifle, Martini–Henry Mk I)",infantry,No,No,Yes
Siam,cru,siam_late_cav,siam_late_cav,"Royal Carbineers (Carbine, Snider–Enfield)",cavalry,No,No,Yes
Siam,cru,siam_agent,siam_agent,Siamese Militia (Arquebus),infantry,Yes,Yes,No
Siam,cru,viet_inf,viet_inf,"Vietnamese Infantry (Musket, Matchlock)",infantry,Yes,Yes,No
France,france,viet_inf,viet_inf,"Vietnamese Infantry (Musket, Matchlock)",infantry,Yes,No,No
Siam,cru,siam_inf,siam_inf,"Royal Thai Army (Rifle-Musket, Pattern 1853 Enfield)",infantry,Yes,Yes,No
Siam,cru,Siam_bodyguard,Siam_bodyguard,Royal Thai Cuirassiers,cavalry,Yes,Yes,No
Siam,cru,Siam_Archers,Siam_Archers,Thai Militia,infantry,Yes,No,No
Siam,cru,burmese_inf,burmese_inf,"Burmese Irregulars (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,Yes,No
Britain,england,burmese_inf,burmese_inf,"Burmese Irregulars (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,Yes,No
Qing,byzantium,Qing Tiger Warriors,Qing_Tiger_Warriors,Fanatical shock troops wearing tiger skins.,infantry,Yes,Yes,Yes
Qing,byzantium,mongol_bows,mongol_bows,Mongol Bowmen,infantry,Yes,No,No
Qing,byzantium,qing_ww1_inf,qing_ww1_inf,Bordered Blue Banner 'Bird' Gunners (Gingal),infantry,Yes,No,No
Qing,byzantium,qing_gunners,qing_gunners,"Imperial Needle Gunners (Needle Gun, Dreyse M/41)",infantry,No,Yes,Yes
Qing,byzantium,qing_vets,qing_vets,Green Banner Arquebusiers (Arquebus),infantry,Yes,Yes,Yes
Qing,byzantium,qing_pike,qing_pike,Xiang Spearmen,infantry,Yes,No,No
Qing,byzantium,qing_archers,qing_archers,Green Banner Archers,infantry,Yes,Yes,No
Qing,byzantium,oirat_royal,oirat_royal,Qing Cavalry,cavalry,Yes,Yes,Yes
Qing,byzantium,mongols_archer,mongols_archer,Manchurian Archers,infantry,Yes,Yes,No
Qing,byzantium,mongol_inf,mongol_inf,Mongol Musketeers (Matchlock Musket),infantry,Yes,Yes,No
Qing,byzantium,qing_inf,qing_inf,"New Imperial Army (Magazine Rifle, Hanyang 88)",infantry,No,No,Yes
Qing,byzantium,qing_inf_upg,qing_inf_upg,"Huai Line Infantry (Rifle-musket, Fusil Minié)",infantry,Yes,Yes,No
Qing,byzantium,qing_carbs,qing_carbs,"Beiyang Dragoons (Carbine, Hanyang 88)",cavalry,No,No,Yes
Qing,byzantium,qing_swords,qing_swords,Green Banner Conscripts,infantry,Yes,Yes,No
Meiji,saxons,Japan Kachi,Japan_Kachi,Japanese Yari Kachi / Japanese Yari Samurai / Japanese Samurai Spearmen (Yari),infantry,Yes,Yes,No
Meiji,saxons,Japan Yumitai,Japan_Yumitai,"Japanese Yumitai (Daikyu longbow, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Teppotai,Japan_Teppotai,"Japanese Teppotai (Smoothbore ""Geberu"" musket, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Seishi,Japan_Seishi,"Japanese Seishi / Japanese Samurai Cavalry / Japanese Samurai Lancers (Yari, Katana)",cavalry,Yes,Yes,No
Meiji,saxons,Japan Bodyguard IJA,Japan_Bodyguard_IJA,"Imperial Japanese General and Staff (Smith & Wesson No.2 Revolver, Saber)",cavalry,No,Yes,Yes
Meiji,saxons,Japan Shotai,Japan_Shotai,"Japanese Shotai / Choshu Shotai / Choshu Infantry / Satcho Shotai / Ishin Shotai (Pattern 1853 Enfield rifled musket, Bayonet)",infantry,Yes,No,No
Meiji,saxons,Japan Satsuma Hoheitai,Japan_Satsuma_Hoheitai,"Japanese Satsuma Hoheitai / Satsuma Infantry / Satcho Satsuma Hoheitai / Ishin Satsuma Hoheitai (Pattern 1860 Wilson-Enfield breech-loading rifle, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Hokokutai,Japan_Hokokutai,"Japanese Hokokoutai / Enchu Hokokutai / Satcho Hokokutai / Ishin Hokokutai (Albini-Braendlin M-1867 breech-loading rifle, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Yamagunitai,Japan_Yamagunitai,"Japanese Yamagunitai / Tottori Yamagunitai / Satcho Yamagunitai / Ishin Yamagunitai (Snider Enfield Mk.I* breech-loading rifle, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Kiheitai,Japan_Kiheitai,"Japanese Kiheitai / Choshu Kiheitai / Choshu Light Infantry / Satcho Kiheitai / Ishin Kiheitai (Springfield M1861 rifled musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Saga Hoheitai,Japan_Saga_Hoheitai,"Japanese Saga Sogekihei / Saga Skirmishers / Satcho Saga Sogekihei / Ishin Saga Sogekihei / Satcho Sogekihei / Ishin Sogekihei (Starr M1858 breech-loading carbine, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Jinshotai,Japan_Jinshotai,"Japanese Jinshotai / Tosa Jinshotai / Tosa Red Bears / Satcho Jinshotai / Ishin Jinshotai (Spencer M1860 repeating carbine, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Revolver Kihei Han,Japan_Revolver_Kihei_Han,"Japanese Revolver Kihei / Ishin Revolver Kihei / Satcho Revolver Kihei (Smith & Wesson No.2 revolver, Katana)",cavalry,Yes,No,No
Meiji,saxons,Japan Bodyguard Ezo,Japan_Bodyguard_Ezo,"Tokugawa Japanese General and Staff (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,Yes,Yes
Meiji,saxons,Japan Sampeitai,Japan_Sampeitai,"Japanese Sampeitai / Tokugawa Sampeitai / Shogunate Sampeitai / Tokugawa Infantry / Shogunate Infantry (Charleville Mle.1822 bis percussion smoothbore musket, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Suzakutai,Japan_Suzakutai,"Japanese Suzakutai / Tokugawa Suzakutai / Shogunate Suzakutai / Aizu Suzakutai / Aizu Infantry (Bavarian Gewehr M-1842 rifled musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Nagaoka Hoheitai,Japan_Nagaoka_Hoheitai,"Japanese Nagaoka Hoheitai / Tokugawa Nagaoka Hoheitai / Shogunate Nagaoka Hoheitai / Nagaoka Infantry (Tabatiere Mle.1853/67 breech-loading rifle, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Shohotai,Japan_Shohotai,"Japanese Shohotai / Tokugawa Shohotai / Shogunate Shohotai / Japanese Shōhotai / Tokugawa Shōhotai / Shogunate Shōhotai (Snider-Enfield Mk.I, Bayonet)",infantry,No,Yes,No
Meiji,saxons,Japan Gakuheitai,Japan_Gakuheitai,"Japanese Gakuheitai / Tokugawa Gakuheitai / Shogunate Gakuheitai / Sendai Gakuheitai (Snider-Enfield Mk.I* breech-loading rifle, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Denshutai,Japan_Denshutai,"Japanese Denshutai / Tokugawa Denshutai / Shogunate Denshutai (Chassepot Mle.1866 breech-loading rifle, Bayonet)",infantry,Yes,Yes,No
Meiji,saxons,Japan Karasugumi,Japan_Karasugumi,"Japanese Karasugumi / Tokugawa Karasugumi / Shogunate Karasugumi / Sendai Karasugumi (Pattern 1861 Enfield rifled carbine, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Raijintai,Japan_Raijintai,"Japanese Raijintai / Tokugawa Raijintai / Shogunate Raijintai (Starr M1858 breech-loading carbine, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Shinsengumi,Japan_Shinsengumi,"Japanese Shinsengumi / Tokugawa Shinsengumi / Shogunate Shinsengumi (Starr M1858 breech-loading carbine, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Revolver Kihei,Japan_Revolver_Kihei,"Japanese Sampeitai Kihei / Tokugawa Sampeitai Kihei / Shogunate Sampeitai Kihei (Smith & Wesson No.2 revolver, Katana)",cavalry,Yes,No,No
Meiji,saxons,Japan Denshutai Kihei,Japan_Denshutai_Kihei,"Japanese Denshutai Kihei / Tokugawa Denshutai Kihei / Shogunate Denshutai Kihei (Mousqueton Tabatiere Mle.1853/67 breech-loading carbine, Lance)",cavalry,Yes,Yes,No
Meiji,saxons,sho_mod_cav,sho_mod_cav,Japanese General and Staff,cavalry,Yes,Yes,Yes
Meiji,saxons,Japan Ainu Archers,Japan_Ainu_Archers,"Japanese Ainu Archers (Hankyu bow, Spear)",infantry,Yes,Yes,Yes
Meiji,saxons,Japan Ainu Geberu,Japan_Ainu_Geberu,Japanese Ainu Hunters (Geberu),infantry,No,Yes,No
Meiji,saxons,Japan Ainu Minieru,Japan_Ainu_Minieru,Japanese Ainu Hunters (Minieru),infantry,No,No,Yes
Meiji,saxons,Japan Ainu Teppo,Japan_Ainu_Teppo,Japanese Ainu Hunters (Teppo),infantry,Yes,No,No
Meiji,saxons,Japan Battotai,Japan_Battotai,Japanese Battotai,infantry,No,Yes,Yes
Meiji,saxons,Japan Bodyguard Retainers,Japan_Bodyguard_Retainers,"Japanese General and Retainers (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Byakkotai,Japan_Byakkotai,"Japanese Byakkotai (Smoothbore ""Geberu"" musket, Katana)",infantry,Yes,Yes,No
Meiji,saxons,Japan Denshutai 1870,Japan_Denshutai_1870,Japanese Denshutai (1870s),infantry,No,Yes,No
Meiji,saxons,Japan Denshutai 1880,Japan_Denshutai_1880,Japanese Denshutai (1880s),infantry,No,No,Yes
Meiji,saxons,Japan Enomoto Takeaki,Japan_Enomoto_Takeaki,"Enomoto Takeaki - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,Yes,Yes
Meiji,saxons,Japan Ezo Rikuguntai 1880,Japan_Ezo_Rikuguntai_1880,Tokugawa Rikuguntai (1880),infantry,No,No,Yes
Meiji,saxons,Japan Ezo Rikuguntai 1890,Japan_Ezo_Rikuguntai_1890,Tokugawa Rikuguntai (1890),infantry,No,No,Yes
Meiji,saxons,Japan Ezo Rikuguntai 1900,Japan_Ezo_Rikuguntai_1900,Tokugawa Rikuguntai (1900),infantry,No,No,Yes
Meiji,saxons,Japan Ezo Rikuguntai 1905,Japan_Ezo_Rikuguntai_1905,Tokugawa Rikuguntai (Khaki),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei 1870,Japan_Goshimpei_1870,Goshimpei (1870),infantry,No,Yes,No
Meiji,saxons,Japan Goshimpei 1880,Japan_Goshimpei_1880,Goshimpei (1880),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei 1890,Japan_Goshimpei_1890,Goshimpei (1890),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei 1900,Japan_Goshimpei_1900,Goshimpei (1900),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei 1905,Japan_Goshimpei_1905,Goshimpei (Khaki),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei Hohei 1870,Japan_Goshimpei_Hohei_1870,Imperial Japanese Goshimpei Hohei (1870s),infantry,No,Yes,No
Meiji,saxons,Japan Goshimpei Hohei 1880,Japan_Goshimpei_Hohei_1880,Imperial Japanese Goshimpei Hohei (1880s),infantry,No,No,Yes
Meiji,saxons,Japan Goshimpei Kihei 1870,Japan_Goshimpei_Kihei_1870,Imperial Japanese Goshimpei Kihei (1870s),cavalry,No,Yes,No
Meiji,saxons,Japan Goshimpei Kihei 1880,Japan_Goshimpei_Kihei_1880,Imperial Japanese Goshimpei Kihei (1880s),cavalry,No,No,Yes
Meiji,saxons,Japan Goshimpei Kihei 1890,Japan_Goshimpei_Kihei_1890,Imperial Japanese Goshimpei Kihei (1890s),cavalry,No,No,Yes
Meiji,saxons,Japan Goshimpei Kihei 1900,Japan_Goshimpei_Kihei_1900,Imperial Japanese Goshimpei Kihei (1900s),cavalry,No,No,Yes
Meiji,saxons,Japan Goshimpei Kihei 1905,Japan_Goshimpei_Kihei_1905,Imperial Japanese Goshimpei Kihei (Khaki),cavalry,No,No,Yes
Meiji,saxons,Japan Heimin Mob,Japan_Heimin_Mob,Japanese Heimin Mob (Yari),infantry,Yes,Yes,Yes
Meiji,saxons,Japan Heimin Partisans,Japan_Heimin_Partisans,"Japanese Heimin Partisans (Tanegashima teppo arquebus, Tanto)",infantry,Yes,No,No
Meiji,saxons,Japan Heimin Partisans Geberu,Japan_Heimin_Partisans_Geberu,"Japanese Heimin Partisans (Imported ""geberu"", Tanto)",infantry,No,Yes,No
Meiji,saxons,Japan Heimin Partisans Minieru,Japan_Heimin_Partisans_Minieru,"Japanese Heimin Partisans (Imported ""minieru"", Tanto)",infantry,No,No,Yes
Meiji,saxons,Japan Hijikata Toshizo,Japan_Hijikata_Toshizo,"Hijikata Toshizo - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Hokuchin Butai 1890,Japan_Hokuchin_Butai_1890,Hokuchin Butai (1890),infantry,No,No,Yes
Meiji,saxons,Japan Hokuchin Butai 1900,Japan_Hokuchin_Butai_1900,Hokuchin Butai (1890),infantry,No,No,Yes
Meiji,saxons,Japan Hokuchin Butai 1905,Japan_Hokuchin_Butai_1905,Hokuchin Butai (1905),infantry,No,No,Yes
Meiji,saxons,Japan Hoppo Keibitai 1870,Japan_Hoppo_Keibitai_1870,Hoppo Keibitai (1870),infantry,No,Yes,No
Meiji,saxons,Japan Hoppo Keibitai 1880,Japan_Hoppo_Keibitai_1880,Hoppo Keibitai (1880),infantry,No,No,Yes
Meiji,saxons,Japan Ishin Shishi,Japan_Ishin_Shishi,Japanese Ishin Shishi,infantry,Yes,Yes,No
Meiji,saxons,Japan Itagaki Taisuke,Japan_Itagaki_Taisuke,"Itagaki Taisuke - custom battles only (Smith & Wesson No.2 revolver, Katana)",cavalry,Yes,No,No
Meiji,saxons,Japan Jules Brunet,Japan_Jules_Brunet,"Jules Brunet - custom battles only (Lefaucheux Mle.1858 revolver, Saber)",cavalry,Yes,Yes,Yes
Meiji,saxons,Japan Kaga Hoheitai,Japan_Kaga_Hoheitai,"Japanese Kaga Hoheitai / Japanese Kaga Infantry (Springfield M1855 rifled musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Kaiso Shinsengumi,Japan_Kaiso_Shinsengumi,"Japanese Kaiso Shinsengumi / Tokugawa Kaiso Shinsengumi / Shogunate Kaiso Shinsengumi (Dreyse Zundnadelgewehr M-1865, Katana)",infantry,Yes,Yes,Yes
Meiji,saxons,Japan Keishitai 1870,Japan_Keishitai_1870,"Japanese Keishitai (Pattern 1853 Enfield rifled musket, Katana)",infantry,No,Yes,Yes
Meiji,saxons,Japan Kenyotai,Japan_Kenyotai,Japanese Ken'yotai / Ogaki Ken'yotai,infantry,Yes,Yes,No
Meiji,saxons,Japan Kijutai,Japan_Kijutai,"Japanese Kijutai / Shonai Kijutai (Whitworth Rifle w/ Davidson Scope rifled musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Koheitai 1900,Japan_Koheitai_1900,Imperial Japanese Koheitai (1900s),infantry,No,No,Yes
Meiji,saxons,Japan Koheitai 1905,Japan_Koheitai_1905,Imperial Japanese Koheitai (Khaki),infantry,No,No,Yes
Meiji,saxons,Japan Kondo Isami,Japan_Kondo_Isami,"Kondo Isami - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Matsudaira Katamori,Japan_Matsudaira_Katamori,"Matsudaira Katamori - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Matsushiro Hoheitai,Japan_Matsushiro_Hoheitai,"Japanese Matsushiro Hoheitai / Japanese Matsushiro Infantry (Springfield M1861 rifled musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Rikuguntai 1870,Japan_Rikuguntai_1870,Rikuguntai (1870),infantry,No,Yes,No
Meiji,saxons,Japan Rikuguntai 1880,Japan_Rikuguntai_1880,Rikuguntai (1880),infantry,No,No,Yes
Meiji,saxons,Japan Rikuguntai 1890,Japan_Rikuguntai_1890,Rikuguntai (1890),infantry,No,No,Yes
Meiji,saxons,Japan Rikuguntai 1900,Japan_Rikuguntai_1900,Rikuguntai (1900),infantry,No,No,Yes
Meiji,saxons,Japan Rikuguntai 1905,Japan_Rikuguntai_1905,Rikuguntai (1905),infantry,No,No,Yes
Meiji,saxons,Japan Rikusentai 1870,Japan_Rikusentai_1870,Rikusentai (1870),infantry,No,Yes,No
Meiji,saxons,Japan Rikusentai 1880,Japan_Rikusentai_1880,Rikusentai (1880),infantry,No,No,Yes
Meiji,saxons,Japan Rikusentai 1890,Japan_Rikusentai_1890,Rikusentai (1890),infantry,No,No,Yes
Meiji,saxons,Japan Rikusentai 1900,Japan_Rikusentai_1900,Rikusentai (1900),infantry,No,No,Yes
Meiji,saxons,Japan Ronin,Japan_Ronin,Japanese Ronin,infantry,Yes,Yes,No
Meiji,saxons,Japan Ryukihei 1870,Japan_Ryukihei_1870,Japanese Ryukihei (1870),cavalry,No,Yes,No
Meiji,saxons,Japan Ryukihei 1880,Japan_Ryukihei_1880,Japanese Ryukihei (1880),cavalry,No,No,Yes
Meiji,saxons,Japan Ryukihei 1890,Japan_Ryukihei_1890,Japanese Ryukihei (1890),cavalry,No,No,Yes
Meiji,saxons,Japan Ryukihei 1900,Japan_Ryukihei_1900,Japanese Ryukihei (1900),cavalry,No,No,Yes
Meiji,saxons,Japan Ryukihei 1905,Japan_Ryukihei_1905,Japanese Ryukihei (Khaki),cavalry,No,No,Yes
Meiji,saxons,Japan Ryukihei Shogun 1870,Japan_Ryukihei_Shogun_1870,Japanese Ryukihei (1870),cavalry,No,Yes,Yes
